VendorID,RateCodeID,Passenger_count,Trip_distance,Fare_amount,MTA_tax,Tip_amount,Tolls_amount,improvement_surcharge,Total_amount,Payment_type,Trip_type 
2,1,1,4.87,15.5,0.5,0,0,0.3,16.8,1,1
2,1,1,1.63,9,0.5,2.06,0,0.3,12.36,1,1
2,1,1,2.58,12,0.5,0,0,0.3,13.3,2,1
2,1,4,9.29,31.5,0.5,0,0,0.3,32.8,2,1
2,1,1,7.05,25.5,0.5,5.36,0,0.3,32.16,1,1
2,1,1,2.15,11,0.5,0,0,0.3,12.3,2,1
2,1,1,1.15,5.5,0.5,0,0,0.3,6.8,2,1
2,1,1,1.46,8.5,0.5,0,0,0.3,9.8,2,1
2,1,1,6.76,20.5,0.5,0,0,0.3,21.8,2,1
2,1,1,13.15,41,0.5,0,8,0.3,50.3,2,1
2,1,1,3.4,14.5,0.5,4.74,0,0.3,20.54,1,1
2,1,1,3.8,14.5,0.5,3.16,0,0.3,18.96,1,1
2,1,1,1.33,7.5,0.5,0,0,0.3,8.8,2,1
2,1,1,3.84,16,0.5,0,0,0.3,17.3,2,1
2,1,5,9.29,29,0.5,0,0,0.3,30.3,2,1
2,1,5,2.55,10.5,0.5,2.36,0,0.3,14.16,1,1
2,1,1,2.76,12.5,0.5,2.76,0,0.3,16.56,1,1
2,1,1,4.66,15,0.5,3.26,0,0.3,19.56,1,1
2,1,2,3.16,11.5,0.5,3.2,0,0.3,16,1,1
2,1,3,9.52,29.5,0.5,0,0,0.3,30.8,2,1
2,1,1,4,15.5,0.5,0,0,0.3,16.8,2,1
2,1,1,2.04,9.5,0.5,2.16,0,0.3,12.96,1,1
2,1,1,4.5,14.5,0.5,3.16,0,0.3,18.96,1,1
2,1,1,2.98,11.5,0.5,0,0,0.3,12.8,2,1
2,1,1,5.48,23.5,0.5,4.96,0,0.3,29.76,1,1
2,1,1,10.34,29,0.5,0,0,0.3,30.3,1,1
2,1,1,1.77,10,0.5,0,0,0.3,11.3,2,1
2,1,1,2.17,12.5,0.5,4.14,0,0.3,17.94,1,1
2,1,1,2.95,12,0.5,1.7,0,0.3,15,1,1
2,1,1,2.71,11.5,0.5,0,0,0.3,12.8,1,1
2,1,2,2.13,10.5,0.5,0,0,0.3,11.8,2,1
2,1,1,4.61,16.5,0.5,0,0,0.3,17.8,2,1
2,1,4,1.71,8.5,0.5,0,0,0.3,9.8,1,1
2,1,1,1.86,9,0.5,2.06,0,0.3,12.36,1,1
2,1,1,5.47,21,0.5,4.46,0,0.3,26.76,1,1
2,1,1,2.96,13,0.5,2.7,0,0.3,17,1,1
2,1,6,3.55,14.5,0.5,5,0,0.3,20.8,1,1
2,1,1,2.61,11,0.5,0,0,0.3,12.3,2,1
2,1,2,2.1,9.5,0.5,0,0,0.3,10.8,2,1
2,1,5,3.03,12,0.5,3.99,0,0.3,17.29,1,1
2,1,1,2.06,10,0.5,0,0,0.3,11.3,2,1
2,5,1,4.23,12,0,0,0,0,12,2,2
2,1,1,8.85,28,0.5,5.86,0,0.3,35.16,1,1
2,1,1,1.87,9,0.5,2.58,0,0.3,12.88,1,1
2,1,1,7.05,25,0.5,0,0,0.3,26.3,2,1
2,1,5,4.19,15,0.5,0,0,0.3,16.3,2,1
2,1,5,2.6,12,0.5,0,0,0.3,13.3,2,1
2,1,1,2.26,10.5,0.5,2.36,0,0.3,14.16,1,1
2,1,1,2.04,11.5,0.5,2.56,0,0.3,15.36,1,1
2,1,1,2.24,10,0.5,0,0,0.3,11.3,2,1
2,1,1,10.95,32,0.5,0,0,0.3,33.3,2,1
2,1,1,2.25,10,0.5,0,0,0.3,11.3,2,1
2,1,1,2.95,13,0.5,2.86,0,0.3,17.16,1,1
2,1,1,1.91,9.5,0.5,0,0,0.3,10.8,1,1
2,1,1,2.68,11.5,0.5,2.56,0,0.3,15.36,1,1
2,1,1,2.43,11.5,0.5,0,0,0.3,12.8,2,1
2,1,2,1.99,8.5,0.5,0,0,0.3,9.8,2,1
2,1,1,3.94,17.5,0.5,3.76,0,0.3,22.56,1,1
2,1,1,5.92,20.5,0.5,0,0,0.3,21.8,2,1
2,1,2,6.88,21,0.5,2.7,0,0.3,25,1,1
2,1,1,7.93,27.5,0.5,7.2,0,0.3,36,1,1
2,1,1,2.58,12,0.5,3.32,0,0.3,16.62,1,1
2,1,2,5.11,17,0.5,0,0,0.3,18.3,2,1
2,1,1,3.55,15,0.5,0,0,0.3,16.3,2,1
2,1,1,3.63,14.5,0.5,0,0,0.3,15.8,1,1
2,1,1,3.38,13,0.5,2.86,0,0.3,17.16,1,1
2,1,1,5.31,19.5,0.5,4.16,0,0.3,24.96,1,1
2,1,1,2.27,10.5,0.5,0,0,0.3,11.8,2,1
2,1,1,12.42,36.5,0.5,9.45,0,0.3,47.25,1,1
2,1,1,2.47,12.5,0.5,1.88,0,0.3,15.68,1,1
2,1,2,3.56,13.5,0.5,3.7,0,0.3,18.5,1,1
2,1,1,7.63,26,0.5,0,0,0.3,27.3,1,1
2,1,1,3.75,14,0.5,0,0,0.3,15.3,2,1
2,1,1,1.31,9,0.5,2.06,0,0.3,12.36,1,1
2,1,1,10.09,29,0.5,1,0,0.3,31.3,1,1
2,1,1,4.27,13.5,0.5,0,0,0.3,14.8,2,1
2,1,1,3.38,14.5,0.5,0,0,0.3,15.8,1,1
2,1,1,2.5,11,0.5,1.5,0,0.3,13.8,1,1
2,1,1,4.72,16,0.5,0,0,0.3,17.3,2,1
2,1,1,3.7,12.5,0.5,0,0,0.3,13.8,2,1
2,1,1,2.04,9.5,0.5,0,0,0.3,10.8,2,1
2,1,1,3.05,14,0.5,3.06,0,0.3,18.36,1,1
2,1,1,3.51,12.5,0.5,0,0,0.3,13.8,2,1
2,1,1,4.12,14.5,0.5,0,0,0.3,15.8,2,1
2,1,1,3.49,14.5,0.5,0,0,0.3,15.8,2,1
2,1,1,4.31,15,0.5,0,0,0.3,16.3,1,1
2,1,1,3.37,14,0.5,3.06,0,0.3,18.36,1,1
2,1,1,3.52,15,0.5,0,0,0.3,16.3,2,1
2,1,1,6.71,22,0.5,0,0,0.3,23.3,2,1
2,1,1,7.45,25,0.5,3,0,0.3,29.3,1,1
2,1,1,3.63,13,0.5,2.86,0,0.3,17.16,1,1
2,1,5,8.09,24.5,0.5,5.16,0,0.3,30.96,1,1
2,1,1,4.09,15,0.5,0,0,0.3,16.3,2,1
2,1,1,17.99,49,0.5,0,0,0.3,50.3,2,1
2,1,1,4.89,20,0.5,0,0,0.3,21.3,1,1
2,1,1,10.46,34,0.5,1,0,0.3,36.3,1,1
2,1,1,3.04,14.5,0.5,3.16,0,0.3,18.96,1,1
2,1,1,5.06,16.5,0.5,2,5.54,0.3,25.34,1,1
2,1,1,4.65,17.5,0.5,0,0,0.3,18.8,2,1
2,1,1,6.38,23.5,0.5,4.96,0,0.3,29.76,1,1
2,1,2,2.27,12,0.5,0,0,0.3,13.3,2,1
2,1,1,3.57,13.5,0.5,2.96,0,0.3,17.76,1,1
2,1,1,3.45,15,0.5,0,0,0.3,16.3,2,1
2,1,1,4.56,17.5,0.5,3.76,0,0.3,22.56,1,1
2,1,1,8.01,26,0.5,0,0,0.3,27.3,1,1
2,1,1,2.94,12.5,0.5,0,0,0.3,13.8,2,1
2,1,1,14.56,40,0.5,8.26,0,0.3,49.56,1,1
2,5,2,0.04,10,0,0,0,0,10,2,2
2,1,1,3.3,14,0.5,3.82,0,0.3,19.12,1,1
2,1,1,4.33,17.5,0.5,4.87,5.54,0.3,29.21,1,1
2,1,5,5.88,19.5,0.5,4.16,0,0.3,24.96,1,1
2,1,2,7.11,25.5,0.5,0,0,0.3,26.8,2,1
2,1,1,1.82,11,0.5,3.08,0,0.3,15.38,1,1
2,1,1,2.2,11,0.5,0,0,0.3,12.3,1,1
2,1,1,13.55,40,0.5,0,0,0.3,41.3,2,1
2,1,1,4.37,14.5,0.5,0,0,0.3,15.8,2,1
2,1,1,6.81,24.5,0.5,5.16,0,0.3,30.96,1,1
2,1,1,2.46,13,0.5,0,0,0.3,14.3,2,1
2,1,1,5.55,18.5,0.5,4.95,0,0.3,24.75,1,1
2,1,1,4.73,17.5,0.5,0,0,0.3,18.8,2,1
2,1,5,6.02,20.5,0.5,0,0,0.3,21.8,1,1
2,1,1,3.02,12,0.5,3.32,0,0.3,16.62,1,1
2,1,1,2.06,10,0.5,0,0,0.3,11.3,2,1
2,1,3,6.37,20.5,0.5,6.54,0,0.3,28.34,1,1
2,1,6,5,17,0.5,2.2,0,0.3,20.5,1,1
2,1,1,4.38,20.5,0.5,0,0,0.3,21.8,2,1
2,1,1,4.16,15.5,0.5,0,0,0.3,16.8,2,1
2,1,1,3.93,16,0.5,3.46,0,0.3,20.76,1,1
2,5,2,0.04,-10,0,0,0,0,-10,3,2
2,1,1,3.2,13,0.5,2.86,0,0.3,17.16,1,1
2,1,1,5.19,17,0.5,0,0,0.3,18.3,1,1
2,1,1,4.8,18,0.5,4.82,0,0.3,24.12,1,1
2,1,1,6.47,23,0.5,2,0,0.3,26.3,1,1
2,1,2,3.49,14.5,0.5,3.16,0,0.3,18.96,1,1
2,1,4,4.33,17.5,0.5,3.76,0,0.3,22.56,1,1
2,1,1,4.29,17.5,0.5,0,0,0.3,18.8,2,1
2,1,1,5.81,19,0.5,2,0,0.3,22.3,1,1
2,1,1,6.96,22.5,0.5,7.14,0,0.3,30.94,1,1
2,1,5,3.59,14.5,0.5,2,0,0.3,17.8,1,1
2,1,1,5.52,25.5,0.5,6.7,0,0.3,33.5,1,1
2,1,1,4.36,19,0.5,4.06,0,0.3,24.36,1,1
2,1,1,2.94,13.5,0.5,4.44,0,0.3,19.24,1,1
2,1,1,6.59,20,0.5,2.7,0,0.3,24,1,1
2,1,1,2.56,13,0.5,2.86,0,0.3,17.16,1,1
2,1,1,3.01,13.5,0.5,2.96,0,0.3,17.76,1,1
2,1,1,6.27,25,0.5,4,0,0.3,30.3,1,1
2,1,2,5.8,18.5,0.5,0,0,0.3,19.8,2,1
2,1,1,11.33,37.5,0.5,0,0,0.3,38.8,2,1
2,1,1,4.13,16.5,0.5,3.56,0,0.3,21.36,1,1
2,1,1,6.67,21,0.5,3,0,0.3,25.3,1,1
2,1,1,4.82,20,0.5,4.26,0,0.3,25.56,1,1
2,1,1,5.94,20,0.5,0,0,0.3,21.3,2,1
2,1,2,5.44,21.5,0.5,0,0,0.3,22.8,2,1
2,1,1,8.39,30,0.5,0,0,0.3,31.3,2,1
2,1,1,4.33,15.5,0.5,5.04,0,0.3,21.84,1,1
2,1,1,1.99,12.5,0.5,0,0,0.3,13.8,2,1
2,1,1,11.52,32.5,0.5,8.45,0,0.3,42.25,1,1
2,1,1,0,11.5,0.5,0,0,0.3,12.8,2,1
2,1,1,5.67,20,0.5,0,0,0.3,21.3,2,1
2,1,1,5.35,18.5,0.5,0,0,0.3,19.8,2,1
2,1,1,3.69,15.5,0.5,4.2,0,0.3,21,1,1
2,1,1,4.57,22,0.5,0,0,0.3,23.3,1,1
2,1,1,9.76,28.5,0.5,5.96,0,0.3,35.76,1,1
2,1,2,3.98,17,0.5,2.5,0,0.3,20.8,1,1
2,1,1,15.72,49,0.5,0,0,0.3,50.3,2,1
2,1,5,13.04,40.5,0.5,0,0,0.3,41.8,2,1
2,1,1,4.26,17,0.5,1.5,0,0.3,19.8,1,1
2,1,3,4.17,17.5,0.5,3.76,0,0.3,22.56,1,1
2,1,1,4.79,21,0.5,0,0,0.3,22.3,1,1
2,1,1,14.23,40,0.5,5,0,0.3,46.3,1,1
2,1,1,4.53,18.5,0.5,3.96,0,0.3,23.76,1,1
2,1,5,4.75,19,0.5,0,0,0.3,20.3,2,1
2,1,1,5.34,20,0.5,4.26,0,0.3,25.56,1,1
2,1,1,19.25,53,0.5,0,0,0.3,54.3,2,1
2,1,1,4,19,0.5,0,0,0.3,20.3,2,1
2,1,1,3.07,15,0.5,4.08,0,0.3,20.38,1,1
2,5,1,5.86,32,0,0,0,0,32,2,2
2,1,3,9.77,31.5,0.5,2,5.54,0.3,40.34,1,1
2,1,1,4.81,19,0.5,4.06,0,0.3,24.36,1,1
2,1,6,0,13,0.5,0,0,0.3,14.3,2,1
2,1,1,9.09,34.5,0.5,0,0,0.3,35.8,2,1
2,1,1,4.01,16,0.5,0,0,0.3,17.3,2,1
2,1,1,5.25,20.5,0.5,4.36,0,0.3,26.16,1,1
2,1,1,8.27,26.5,0.5,5.56,0,0.3,33.36,1,1
2,1,1,8.28,29,0.5,0,0,0.3,30.3,2,1
2,1,6,9.12,26.5,0.5,3,0,0.3,30.8,1,1
2,5,4,7.82,40,0,0,0,0,40,2,2
2,1,1,7.14,27,0.5,5.66,0,0.3,33.96,1,1
2,1,1,2.25,10.5,0.5,0,0,0.3,11.8,2,1
2,1,1,10.3,34,0.5,0,0,0.3,35.3,2,1
2,1,1,6.4,22,0.5,2,0,0.3,25.3,1,1
2,1,1,4.02,18,0.5,0,0,0.3,19.3,2,1
2,1,1,0.78,5.5,0.5,0,0,0.3,6.8,2,1
2,1,1,7.2,35,0.5,5,0,0.3,41.3,1,1
2,1,1,0.43,4,0.5,0,0,0.3,5.3,2,1
2,1,1,11.29,40,0.5,0,0,0.3,41.3,1,1
2,1,1,6.15,22.5,0.5,5.95,0,0.3,29.75,1,1
2,1,1,11.92,49.5,0.5,15.24,0,0.3,66.04,1,1
2,1,1,12.31,37,0.5,7.66,0,0.3,45.96,1,1
2,1,1,10.03,36,0.5,0,0,0.3,37.3,1,1
2,1,1,8.5,30.5,0.5,0,0,0.3,31.8,2,1
2,1,1,18.41,51.5,0.5,10.56,0,0.3,63.36,1,1
2,1,1,1.88,8,0.5,0,0,0.3,9.3,2,1
2,1,1,0.91,5,0.5,1.58,0,0.3,7.88,1,1
2,1,1,6.22,24,0.5,3,0,0.3,28.3,1,1
2,1,2,6.18,23.5,0.5,0,0,0.3,24.8,1,1
2,1,2,9.87,35,0.5,0,0,0.3,36.3,2,1
2,1,1,15.23,46,0.5,8,0,0.3,55.3,1,1
2,1,2,7.74,29,0.5,0,0,0.3,30.3,2,1
2,1,1,17.84,50,0.5,0,2.54,0.3,53.84,2,1
2,1,1,17.87,49.5,0.5,11.27,5.54,0.3,67.61,1,1
2,1,1,8.85,32,0.5,4,0,0.3,37.3,1,1
2,1,1,8.69,35.5,0.5,9.2,0,0.3,46,1,1
2,1,6,12.28,41.5,0.5,0,5.54,0.3,48.34,1,1
2,1,1,8.53,25,0.5,0,0,0.3,26.3,2,1
2,1,1,1.38,7,0.5,1.66,0,0.3,9.96,1,1
2,1,1,17.51,50.5,0.5,10.87,2.54,0.3,65.21,1,1
2,1,1,4.91,19.5,0.5,0,0,0.3,20.8,2,1
2,1,1,15.56,47,0.5,0,0,0.3,48.3,2,1
2,1,1,10.7,38.5,0.5,0,0,0.3,39.8,2,1
2,1,1,0.37,4,0.5,1.59,0,0.3,6.89,1,1
2,1,1,6.36,24.5,0.5,0,0,0.3,25.8,2,1
2,1,1,0.99,6.5,0.5,0,0,0.3,7.8,1,1
2,1,1,8.51,27.5,0.5,10.01,0,0.3,38.81,1,1
2,1,1,0.67,4.5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.89,9,0.5,3.09,0,0.3,13.39,1,1
2,1,1,1,6,0.5,0,0,0.3,7.3,2,1
2,1,1,13.97,65,0.5,20,0,0.3,86.3,1,1
2,1,1,2.3,10,0.5,2.26,0,0.3,13.56,1,1
2,5,2,0,7,0,1.46,0,0.3,8.76,1,2
2,1,1,8.88,28,0.5,0,0,0.3,29.3,2,1
2,1,1,6.85,25.5,0.5,0,0,0.3,26.8,2,1
2,1,1,5.89,18,0.5,3.86,0,0.3,23.16,1,1
2,1,1,3.87,13.5,0.5,2,0,0.3,16.8,1,1
2,5,1,0.06,18,0,2,0,0,20,1,2
2,1,1,0.36,3.5,0.5,0,0,0.3,4.8,2,1
2,1,1,2.33,10.5,0.5,2.36,0,0.3,14.16,1,1
2,1,1,1.67,9,0.5,2.06,0,0.3,12.36,1,1
2,1,1,1.34,13.5,0.5,0,0,0.3,14.8,2,1
1,1,1,1.2,7.5,0.5,0,0,0.3,8.8,2,1
1,1,1,4.1,14.5,0.5,0,0,0.3,15.8,2,1
1,1,1,15.1,41.5,0.5,8.56,0,0.3,51.36,1,1
1,1,1,3.6,14.5,0.5,0,0,0.3,15.8,2,1
1,1,3,4.2,14,0.5,0,0,0.3,15.3,2,1
1,1,1,2.1,8.5,0.5,0,0,0.3,9.8,2,1
1,1,2,0.6,4.5,0.5,0,0,0.3,5.8,2,1
1,1,1,2.7,12,0.5,0,0,0.3,13.3,2,1
1,1,1,1.8,7.5,0.5,1.75,0,0.3,10.55,1,1
1,1,1,2,9,0.5,2.05,0,0.3,12.35,1,1
1,1,1,0.6,5,0.5,0,0,0.3,6.3,2,1
1,1,1,1,5.5,0.5,0,0,0.3,6.8,2,1
1,1,1,0.5,3.5,0.5,0,0,0.3,4.8,2,1
1,1,1,0.7,5,0.5,1,0,0.3,7.3,1,1
1,1,1,2,8,0.5,1.85,0,0.3,11.15,1,1
1,1,1,2.2,9.5,0.5,0,0,0.3,10.8,4,1
1,1,1,1.9,10.5,0.5,2.95,0,0.3,14.75,1,1
1,1,1,0.6,4.5,0.5,0,0,0.3,5.8,2,1
1,1,1,1.9,10.5,0.5,0,0,0.3,11.8,2,1
1,1,1,0.9,5.5,0.5,0,0,0.3,6.8,2,1
1,1,1,5.2,22,0.5,2,0,0.3,25.3,1,1
1,1,2,8.4,26.5,0.5,5.55,0,0.3,33.35,1,1
1,1,1,0.6,5,0.5,1.85,0,0.3,8.15,1,1
1,5,3,0,65,0,19.5,0,0,84.5,1,2
1,1,3,1.4,6,0.5,1.45,0,0.3,8.75,1,1
1,1,1,1.9,7.5,0.5,0,0,0.3,8.8,2,1
1,1,1,1.5,8,0.5,0,0,0.3,9.3,2,1
1,1,1,2,8.5,0.5,0,0,0.3,9.8,2,1
1,1,1,1.2,6.5,0.5,1.2,0,0.3,9,1,1
1,1,2,2.2,8.5,0.5,0,0,0.3,9.8,2,1
1,1,1,1.5,6.5,0.5,1.55,0,0.3,9.35,1,1
1,1,1,2.3,10.5,0.5,0,0,0.3,11.8,2,1
1,1,2,1.7,8.5,0.5,0,0,0.3,9.8,2,1
1,1,1,3,12.5,0.5,0,0,0.3,13.8,2,1
1,1,1,7.2,22,0.5,2,2.54,0.3,27.84,1,1
1,1,1,3,11.5,0.5,2.55,0,0.3,15.35,1,1
1,1,2,0.6,4.5,0.5,0,0,0.3,5.8,2,1
1,1,2,0.5,4,0.5,0,0,0.3,5.3,2,1
1,1,2,5.7,21.5,0.5,0,0,0.3,22.8,1,1
1,1,1,0.6,5,0.5,1.25,0,0.3,7.55,1,1
1,1,1,0.5,5.5,0.5,1.36,0,0.3,8.16,1,1
1,1,1,4.3,15,0.5,0,0,0.3,16.3,2,1
1,1,2,1.9,10.5,0.5,1.18,0,0.3,12.98,1,1
1,1,1,11.5,32.5,0.5,0,0,0.3,33.8,2,1
1,1,1,1.1,6.5,0.5,0,0,0.3,7.8,2,1
1,1,1,6.4,22.5,0.5,4.75,0,0.3,28.55,1,1
1,1,2,1,6.5,0.5,1.2,0,0.3,9,1,1
1,1,1,4,18,0.5,2,0,0.3,21.3,1,1
1,1,1,7.4,22.5,0.5,0,0,0.3,23.8,2,1
1,1,2,0.2,4.5,0.5,0,0,0.3,5.8,3,1
1,1,1,2,9.5,0.5,0,0,0.3,10.8,2,1
1,1,1,2.3,10,0.5,0,0,0.3,11.3,2,1
1,1,2,2.2,10.5,0.5,1.5,0,0.3,13.3,1,1
1,1,1,1.6,7.5,0.5,0,0,0.3,8.8,1,1
1,1,1,1.6,8.5,0.5,0,0,0.3,9.8,2,1
1,1,1,4.7,20.5,0.5,0,0,0.3,21.8,2,1
1,1,1,1.3,8,0.5,0,0,0.3,9.3,2,1
1,1,1,1.9,10,0.5,0,0,0.3,11.3,2,1
1,1,1,2,10,0.5,0,0,0.3,11.3,2,1
1,1,1,1.3,6.5,0.5,1.55,0,0.3,9.35,1,1
1,1,1,1.3,7.5,0.5,0,0,0.3,8.8,2,1
1,1,2,2,9.5,0.5,0,0,0.3,10.8,2,1
1,1,1,3.7,15,0.5,0,0,0.3,16.3,2,1
1,1,1,6.7,23.5,0.5,0,0,0.3,24.8,2,1
1,1,2,3.5,13,0.5,2,0,0.3,16.3,1,1
1,1,1,0.6,4,0.5,0,0,0.3,5.3,2,1
1,1,1,0.3,3.5,0.5,0,0,0.3,4.8,4,1
1,1,2,1.3,8,0.5,2.5,0,0.3,11.8,1,1
1,1,1,1.5,7.5,0.5,2.2,0,0.3,11,1,1
1,1,1,0.8,5,0.5,0,0,0.3,6.3,2,1
1,1,1,0.9,6,0.5,1.45,0,0.3,8.75,1,1
1,1,1,1.6,7.5,0.5,2.2,0,0.3,11,1,1
1,1,1,3.2,14.5,0.5,0,0,0.3,15.8,3,1
1,1,2,2.7,12.5,0.5,0,0,0.3,13.8,2,1
1,1,2,6,27.5,0.5,5.75,0,0.3,34.55,1,1
1,1,2,4,14.5,0.5,0,0,0.3,15.8,2,1
1,1,1,4.4,2.5,0.5,0,0,0.3,3.8,2,1
1,1,1,8.1,25,0.5,5.25,0,0.3,31.55,1,1
1,1,1,0.7,5.5,0.5,2,0,0.3,8.8,1,1
1,1,1,3.2,12,0.5,2.66,0,0.3,15.96,1,1
1,1,1,1,5.5,0.5,0,0,0.3,6.8,2,1
1,1,1,2.3,15,0.5,4.85,0,0.3,21.15,1,1
1,1,1,1.1,7,0.5,1.65,0,0.3,9.95,1,1
1,1,1,1.2,6,0.5,1.8,0,0.3,9.1,1,1
1,1,4,1.8,8.5,0.5,0,0,0.3,9.8,2,1
1,1,1,1.5,7.5,0.5,1.75,0,0.3,10.55,1,1
1,1,1,9.3,32,0.5,0,0,0.3,33.3,2,1
1,1,3,6.9,23,0.5,4,0,0.3,28.3,1,1
1,1,1,2.4,12.5,0.5,3.45,0,0.3,17.25,1,1
1,1,1,4.6,15.5,0.5,4.2,0,0.3,21,1,1
1,1,1,0.9,5.5,0.5,11,0,0.3,17.8,1,1
1,1,1,3.4,12.5,0.5,0,0,0.3,13.8,2,1
1,1,1,11.2,37.5,0.5,7.75,0,0.3,46.55,1,1
1,1,4,1.9,10,0.5,2.25,0,0.3,13.55,1,1
1,1,1,3.7,14.5,0.5,0,0,0.3,15.8,2,1
1,1,1,0.7,5.5,0.5,1.2,0,0.3,8.5,1,1
1,1,1,2,9.5,0.5,2.15,0,0.3,12.95,1,1
1,1,1,1.1,5.5,0.5,0,0,0.3,6.8,2,1
1,1,1,3.1,14.5,0.5,0,0,0.3,15.8,1,1
1,1,1,0.7,5,0.5,0,0,0.3,6.3,2,1
1,1,1,0.3,3.5,0.5,0.95,0,0.3,5.75,1,1
1,1,1,2,10,0.5,0,0,0.3,11.3,1,1
1,1,1,1.6,8,0.5,2.3,0,0.3,11.6,1,1
1,1,2,6.9,27.5,0.5,0,0,0.3,28.8,2,1
1,1,1,7.1,21,0.5,0,0,0.3,22.3,2,1
1,1,1,0.7,4,0.5,0,0,0.3,5.3,2,1
1,1,1,9.1,27.5,0.5,0,5.54,0.3,34.34,2,1
1,1,1,9.1,26.5,0.5,6.95,0,0.3,34.75,1,1
1,1,1,1,5.5,0.5,0,0,0.3,6.8,1,1
1,1,1,0.9,6,0.5,0,0,0.3,7.3,2,1
1,1,1,5.4,19.5,0.5,0,0,0.3,20.8,2,1
1,1,1,0,2.5,0.5,0,2,0.3,5.8,1,1
1,1,1,1.2,7.5,0.5,0,0,0.3,8.8,1,1
1,1,1,1.8,8,0.5,1.85,0,0.3,11.15,1,1
1,1,1,8.7,29,0.5,6.06,0,0.3,36.36,1,1
1,1,1,0.6,4,0.5,1,0,0.3,6.3,1,1
1,1,1,3.6,13,0.5,0,0,0.3,14.3,2,1
1,1,1,0.4,5,0.5,0,0,0.3,6.3,2,1
1,5,1,1.2,0,0,0,0,0,0,2,2
1,1,1,1.8,8,0.5,2.3,0,0.3,11.6,1,1
1,1,2,2.8,10,0.5,0,0,0.3,11.3,2,1
1,1,1,0.8,4.5,0.5,0,0,0.3,5.8,2,1
1,1,2,4.1,13.5,0.5,0,0,0.3,14.8,2,1
1,1,1,6.1,22.5,0.5,0,0,0.3,23.8,2,1
1,5,1,2.9,10,0,0,0,0,10,1,2
1,1,4,1.6,7.5,0.5,2.6,0,0.3,11.4,1,1
1,1,1,0.8,5.5,0.5,0,0,0.3,6.8,2,1
1,1,1,2,9.5,0.5,0,0,0.3,10.8,4,1
1,1,1,2,10.5,0.5,2.95,0,0.3,14.75,1,1
1,1,1,1.1,6,0.5,2.15,0,0.3,9.45,1,1
1,1,1,1.8,8.5,0.5,0,0,0.3,9.8,2,1
1,1,1,1.4,7,0.5,1.5,0,0.3,9.8,1,1
1,1,1,1,6,0.5,0,0,0.3,7.3,2,1
1,1,1,3.9,15,0.5,0,0,0.3,16.3,2,1
1,1,1,1.2,6,0.5,0,0,0.3,7.3,1,1
1,1,1,1.3,7.5,0.5,1.75,0,0.3,10.55,1,1
1,1,2,2,9,0.5,2.45,0,0.3,12.25,1,1
1,1,1,1.1,6,0.5,0,0,0.3,7.3,2,1
1,1,1,3,13,0.5,3.55,0,0.3,17.85,1,1
1,1,1,8.8,28,0.5,3,0,0.3,32.3,1,1
1,1,1,0.8,5.5,0.5,1.35,0,0.3,8.15,1,1
1,1,1,2.5,11.5,0.5,0,0,0.3,12.8,2,1
1,1,1,2.1,9.5,0.5,0,0,0.3,10.8,2,1
1,1,1,2.9,11,0.5,2.45,0,0.3,14.75,1,1
1,1,1,9.1,41.5,0.5,0,0,0.3,42.8,1,1
1,1,1,1.2,9.5,0.5,0,0,0.3,10.8,2,1
1,1,1,2.5,10.5,0.5,2.35,0,0.3,14.15,1,1
1,1,2,2.2,9,0.5,1,0,0.3,11.3,1,1
1,1,2,10.6,33.5,0.5,6.95,0,0.3,41.75,1,1
1,1,1,1.2,6,0.5,0,0,0.3,7.3,1,1
1,1,1,0.7,5,0.5,0,0,0.3,6.3,2,1
1,1,5,5.3,19.5,0.5,2,0,0.3,22.8,1,1
1,1,1,1.9,8.5,0.5,0,0,0.3,9.8,2,1
1,1,1,1.4,8,0.5,0,0,0.3,9.3,2,1
1,1,1,0.1,2.5,0.5,0,0,0.3,3.8,3,1
1,1,1,2,8.5,0.5,1.96,0,0.3,11.76,1,1
1,1,1,1.2,6.5,0.5,1.55,0,0.3,9.35,1,1
1,1,1,8.3,26.5,0.5,0,2.08,0.3,29.88,2,1
1,5,1,1.4,0,0,0,0,0,0,2,2
1,1,1,1.1,6,0.5,1.45,0,0.3,8.75,1,1
1,1,2,3.2,12,0.5,3.95,0,0.3,17.25,1,1
1,1,1,3.7,15,0.5,0,0,0.3,16.3,4,1
1,1,1,0.8,5.5,0.5,0,0,0.3,6.8,2,1
1,1,2,0.5,4,0.5,1.3,0,0.3,6.6,1,1
1,1,1,3.6,14,0.5,3.05,0,0.3,18.35,1,1
1,1,1,5,24.5,0.5,0,0,0.3,25.8,2,1
1,1,1,1.4,7,0.5,0,0,0.3,8.3,2,1
1,1,1,5.5,22,0.5,4.65,0,0.3,27.95,1,1
1,1,1,6.6,21,0.5,4.45,0,0.3,26.75,1,1
1,1,1,1.1,6.5,0.5,0,0,0.3,7.8,4,1
1,1,1,2.1,13,0.5,4,0,0.3,18.3,1,1
1,1,2,1,7,0.5,0,0,0.3,8.3,2,1
1,1,2,7.7,27.5,0.5,0,0,0.3,28.8,2,1
1,1,2,1.1,6,0.5,0,0,0.3,7.3,2,1
1,1,1,7.9,26.5,0.5,0,0,0.3,27.8,2,1
1,1,2,6.5,19.5,0.5,0,0,0.3,20.8,2,1
