VendorID,RateCodeID,Passenger_count,Trip_distance,Fare_amount,MTA_tax,Tip_amount,Tolls_amount,improvement_surcharge,Total_amount,Payment_type,Trip_type 
2,1,1,0.25,3.5,0.5,0,0,0.3,4.3,2,1
2,1,1,3.65,15,0.5,0,0,0.3,15.8,2,1
2,1,1,0.78,5,0.5,1.16,0,0.3,6.96,1,1
2,1,1,1.21,7.5,0.5,0,0,0.3,8.3,2,1
2,1,3,3.95,18,0.5,4.7,0,0.3,23.5,1,1
2,1,1,1.92,9,0.5,0,0,0.3,9.8,2,1
2,1,1,0.91,6,0.5,0,0,0.3,6.8,2,1
2,1,1,0.65,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,1,0.91,6.5,0.5,1.31,0,0.3,8.61,1,1
2,1,1,1.29,8,0.5,0,0,0.3,8.8,2,1
2,1,1,0.54,5,0.5,0,0,0.3,5.8,1,1
2,1,2,0,2.5,0.5,0,0,0.3,3.3,2,1
2,1,1,5.54,24.5,0.5,6.17,5.54,0.3,37.01,1,1
2,5,1,0,20,0,0,0,0,20,1,2
2,1,1,3.19,14.5,0.5,3.06,0,0.3,18.36,1,1
2,1,1,2.14,10.5,0.5,0,0,0.3,11.3,2,1
2,5,1,6.41,13,0,0,0,0,13,2,2
2,1,1,0.92,5,0.5,0,0,0.3,5.8,2,1
2,1,1,0.04,3,0.5,0,0,0.3,3.8,2,1
2,1,1,0.38,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.96,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,2.95,13,0.5,3.45,0,0.3,17.25,1,1
2,1,1,2.64,13.5,0.5,2,0,0.3,16.3,1,1
2,1,1,0.58,5,0.5,0,0,0.3,5.8,1,1
2,5,1,0.1,16,0,0,0,0,16,1,2
2,1,1,10.31,35.5,0.5,0,0,0.3,36.3,2,1
2,1,1,1.17,5,0.5,0,0,0.3,5.8,2,1
2,1,1,2.53,15,0.5,0,0,0.3,15.8,2,1
2,1,1,3.47,13.5,0.5,2.86,0,0.3,17.16,1,1
2,1,1,0.48,5,0.5,0,0,0.3,5.8,2,1
2,1,5,1.03,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.78,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.29,10,0.5,0,0,0.3,10.8,2,1
2,1,1,9.27,34,0.5,5,5.54,0.3,45.34,1,1
2,1,1,1.41,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,1.49,8,0.5,0,0,0.3,8.8,2,1
2,1,1,4.91,16.5,0.5,0,0,0.3,17.3,2,1
2,1,1,6.56,23,0.5,4.76,0,0.3,28.56,1,1
2,1,1,0.71,5,0.5,0,0,0.3,5.8,2,1
2,1,1,3.61,13,0.5,0,0,0.3,13.8,2,1
2,1,1,0.93,7,0.5,0,0,0.3,7.8,2,1
2,1,1,2.04,10,0.5,1.5,0,0.3,12.3,1,1
2,1,1,1,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,4.23,16,0.5,0,0,0.3,16.8,1,1
2,1,1,2.53,16,0.5,4.2,0,0.3,21,1,1
2,1,1,4.39,18.5,0.5,4.82,0,0.3,24.12,1,1
2,1,1,1.23,7.5,0.5,1.08,0,0.3,9.38,1,1
2,1,1,9.75,30,0.5,0,0,0.3,30.8,2,1
2,1,1,1.41,8,0.5,0,0,0.3,8.8,2,1
2,1,1,4.82,20,0.5,0,0,0.3,20.8,2,1
2,1,1,0.59,5,0.5,0,0,0.3,5.8,2,1
2,1,1,0,3.5,0.5,0,0,0.3,4.3,2,1
2,1,1,0.98,6.5,0.5,1.46,0,0.3,8.76,1,1
2,1,1,3.33,15.5,0.5,0,0,0.3,16.3,2,1
2,1,1,5.07,16.5,0.5,0,0,0.3,17.3,2,1
2,1,1,6.23,20,0.5,2,0,0.3,22.8,1,1
2,1,1,1.41,7,0.5,0,0,0.3,7.8,2,1
2,1,1,1.82,8.5,0.5,1,0,0.3,10.3,1,1
2,5,1,0,40,0,0,0,0,40,1,2
2,1,5,5.93,23.5,0.5,3,0,0.3,27.3,1,1
2,1,2,1.17,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,2.47,15.5,0.5,4.08,0,0.3,20.38,1,1
2,1,1,1.41,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.76,9,0.5,0,0,0.3,9.8,2,1
2,1,1,1.8,9.5,0.5,2.06,0,0.3,12.36,1,1
2,1,1,3.06,16,0.5,3.36,0,0.3,20.16,1,1
2,1,1,1.61,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,0.94,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,2.32,10.5,0.5,3.39,0,0.3,14.69,1,1
2,1,1,6.82,25.5,0.5,5.26,0,0.3,31.56,1,1
2,1,1,0.48,4,0.5,0,0,0.3,4.8,2,1
2,1,1,2.68,13,0.5,0,0,0.3,13.8,2,1
2,1,2,2.88,10.5,0.5,2.82,0,0.3,14.12,1,1
2,1,1,4.18,14.5,0.5,2.7,0,0.3,18,1,1
2,1,1,0.45,3.5,0.5,0,0,0.3,4.3,1,1
2,5,1,3.79,13,0,0,0,0,13,2,2
2,1,1,1.5,8,0.5,0,0,0.3,8.8,2,1
2,1,1,0.96,6,0.5,0,0,0.3,6.8,2,1
2,1,1,5.05,16.5,0.5,3.46,0,0.3,20.76,1,1
2,1,1,1.22,7,0.5,0,0,0.3,7.8,2,1
2,3,1,0,20,0,0,0,0.3,20.3,2,1
2,1,5,13.53,38,0.5,2,0,0.3,40.8,1,1
2,1,1,0.71,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,3,6.18,26,0.5,0,0,0.3,26.8,2,1
2,1,1,1.47,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,1.91,9,0.5,0,0,0.3,9.8,2,1
2,1,1,4.86,22.5,0.5,3,0,0.3,26.3,1,1
2,1,1,0.59,5,0.5,0,0,0.3,5.8,2,1
2,1,1,7.6,28,0.5,0,0,0.3,28.8,2,1
2,1,1,1.24,8.5,0.5,1.86,0,0.3,11.16,1,1
2,1,2,1.58,9.5,0.5,2.06,0,0.3,12.36,1,1
2,1,1,0.5,4,0.5,0,0,0.3,4.8,2,1
2,1,1,0.2,3,0.5,0,0,0.3,3.8,2,1
2,1,1,0.74,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.44,9.5,0.5,1,0,0.3,11.3,1,1
2,1,1,0,4.5,0.5,0,0,0.3,5.3,2,1
2,1,5,0.96,6.5,0.5,0,0,0.3,7.3,2,1
2,1,6,2.73,13.5,0.5,0,0,0.3,14.3,2,1
2,2,1,19.07,52,0.5,0,0,0.3,52.8,2,1
2,1,1,1.48,10,0.5,0,0,0.3,10.8,1,1
2,1,1,2.95,18.5,0.5,0,0,0.3,19.3,1,1
2,1,1,1.78,9,0.5,0,0,0.3,9.8,2,1
2,1,1,2.6,11.5,0.5,0,0,0.3,12.3,2,1
2,1,1,1.01,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,1,1.35,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,7,22,0.5,3,0,0.3,25.8,1,1
2,1,1,2.11,9,0.5,0,0,0.3,9.8,2,1
2,1,1,0.69,5,0.5,1.74,0,0.3,7.54,1,1
2,1,1,1.91,10,0.5,2.7,0,0.3,13.5,1,1
2,1,1,2.79,14,0.5,0,0,0.3,14.8,2,1
2,1,1,1.54,9,0.5,0,0,0.3,9.8,1,1
2,1,2,2.81,12.5,0.5,2.66,0,0.3,15.96,1,1
2,1,1,7.18,24,0.5,0,5.54,0.3,30.34,1,1
2,1,1,4.18,14.5,0.5,0,0,0.3,15.3,2,1
2,1,5,3.77,14.5,0.5,3.06,0,0.3,18.36,1,1
2,1,1,1.34,7.5,0.5,1.66,0,0.3,9.96,1,1
2,1,6,0.38,4,0.5,0.96,0,0.3,5.76,1,1
2,1,1,2.39,9,0.5,0,0,0.3,9.8,2,1
2,1,1,3.37,12,0.5,2.56,0,0.3,15.36,1,1
2,1,1,6.41,21.5,0.5,4.46,0,0.3,26.76,1,1
2,1,1,2.88,13.5,0.5,2.86,0,0.3,17.16,1,1
2,1,1,0.8,6,0.5,1.7,0,0.3,8.5,1,1
2,1,1,1.45,8,0.5,0,0,0.3,8.8,2,1
2,1,1,2.55,13,0.5,0,0,0.3,13.8,1,1
2,1,1,0.68,5,0.5,0,0,0.3,5.8,2,1
2,1,1,2.24,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,0.39,4,0.5,1.2,0,0.3,6,1,1
2,1,1,3.85,15.5,0.5,3.26,0,0.3,19.56,1,1
2,1,1,4.86,16,0.5,0,0,0.3,16.8,2,1
2,1,1,1.36,9,0.5,1.47,0,0.3,11.27,1,1
2,1,1,1.2,6.5,0.5,1.46,0,0.3,8.76,1,1
2,1,5,0.63,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.84,8.5,0.5,1.86,0,0.3,11.16,1,1
2,1,1,0.56,5,0.5,1.16,0,0.3,6.96,1,1
2,1,1,0.97,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.22,6,0.5,2.04,0,0.3,8.84,1,1
2,1,1,2.03,11,0.5,1,0,0.3,12.8,1,1
2,1,1,1.28,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,0.72,5,0.5,0,0,0.3,5.8,1,1
2,1,1,6.74,21,0.5,0,5.54,0.3,27.34,2,1
2,1,1,0.74,6,0.5,0,0,0.3,6.8,2,1
2,1,1,1.92,15.5,0.5,4.89,0,0.3,21.19,1,1
2,1,1,0.55,4,0.5,0,0,0.3,4.8,2,1
2,1,1,1.65,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,0.78,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.09,7,0.5,1,0,0.3,8.8,1,1
2,1,1,1.52,8.5,0.5,0,0,0.3,9.3,2,1
2,1,5,1.05,6,0.5,2.04,0,0.3,8.84,1,1
2,1,1,0.73,5,0.5,0,0,0.3,5.8,1,1
2,1,1,0.44,4,0.5,0,0,0.3,4.8,2,1
2,1,1,0.81,5,0.5,0,0,0.3,5.8,1,1
2,1,1,2.51,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,3.79,16.5,0.5,0,0,0.3,17.3,2,1
2,1,1,1.05,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,0.95,5.5,0.5,0,0,0.3,6.3,1,1
2,1,1,1,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,0.91,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.1,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,1.03,6.5,0.5,0,0,0.3,7.3,1,1
2,1,1,1.48,10,0.5,2.7,0,0.3,13.5,1,1
2,1,1,0.63,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.6,10,0.5,0,0,0.3,10.8,2,1
2,1,1,3.81,14,0.5,0,0,0.3,14.8,2,1
2,1,1,2.21,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,0.48,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.49,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,1.05,7,0.5,0,0,0.3,7.8,2,1
2,1,1,13.34,46.5,0.5,9.46,0,0.3,56.76,1,1
2,1,1,0.7,4.5,0.5,1.32,0,0.3,6.62,1,1
2,1,1,5.12,20.5,0.5,0,0,0.3,21.3,2,1
2,1,1,1.66,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,4.18,16,0.5,0,0,0.3,16.8,2,1
2,1,3,3.44,14.5,0.5,3.82,0,0.3,19.12,1,1
2,1,1,1.27,6,0.5,0,0,0.3,6.8,2,1
2,1,1,2.63,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,1.34,7.5,0.5,1.66,0,0.3,9.96,1,1
2,1,1,2.95,14,0.5,3.7,0,0.3,18.5,1,1
2,1,1,0.52,3.5,0.5,0,0,0.3,4.3,2,1
2,1,1,1.23,7,0.5,0,0,0.3,7.8,2,1
2,1,5,1.66,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,15.92,46,0.5,13.08,5.54,0.3,65.42,1,1
2,1,1,2.45,10.5,0.5,2,0,0.3,13.3,1,1
2,1,1,3.85,14.5,0.5,0,0,0.3,15.3,2,1
2,1,1,7.05,21.5,0.5,0,0,0.3,22.3,2,1
2,1,1,2.23,14.5,0.5,1,0,0.3,16.3,1,1
2,1,1,2.49,10.5,0.5,2.26,0,0.3,13.56,1,1
2,1,1,0.89,5.5,0.5,0,0,0.3,6.3,1,1
2,1,1,0.79,5.5,0.5,0,0,0.3,6.3,1,1
2,1,3,1.14,6,0.5,0,0,0.3,6.8,2,1
2,1,5,0.92,6.5,0.5,0,0,0.3,7.3,2,1
2,1,2,3.05,11,0.5,4,0,0.3,15.8,1,1
2,1,1,3.38,15.5,0.5,0,0,0.3,16.3,1,1
2,1,1,3.6,20,0.5,4.16,0,0.3,24.96,1,1
2,1,1,0.75,5,0.5,0,0,0.3,5.8,2,1
2,1,1,3.08,15,0.5,3.16,0,0.3,18.96,1,1
2,1,2,1.13,6.5,0.5,0,0,0.3,7.3,2,1
2,1,2,1.21,7,0.5,1.56,0,0.3,9.36,1,1
2,1,1,0.72,5,0.5,1.16,0,0.3,6.96,1,1
2,1,1,2.3,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,1.96,10,0.5,0,0,0.3,10.8,2,1
2,1,1,3.97,16,0.5,3.36,0,0.3,20.16,1,1
2,1,1,2.41,12.5,0.5,2.66,0,0.3,15.96,1,1
2,1,1,0.4,5,0.5,0,0,0.3,5.8,2,1
2,1,1,0.69,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,0.55,4.5,0.5,0,0,0.3,5.3,2,1
2,2,1,18.27,52,0.5,0,5.54,0.3,58.34,2,1
2,1,1,0.77,5,0.5,1.16,0,0.3,6.96,1,1
2,1,1,5.55,21.5,0.5,4.46,0,0.3,26.76,1,1
2,1,1,0.81,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.19,6,0.5,0,0,0.3,6.8,2,1
2,1,1,3.92,13,0.5,0,0,0.3,13.8,1,1
2,1,1,2.02,14.5,0.5,2.5,0,0.3,17.8,1,1
2,1,1,0.91,6,0.5,1.36,0,0.3,8.16,1,1
2,1,2,4.29,14,0.5,0,0,0.3,14.8,2,1
2,1,1,6.56,20.5,0.5,8.05,5.54,0.3,34.89,1,1
2,1,1,1.44,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,3.31,12,0.5,2.56,0,0.3,15.36,1,1
2,1,1,3.4,19,0.5,3.96,0,0.3,23.76,1,1
2,1,1,4.63,16,0.5,0,0,0.3,16.8,2,1
2,1,1,8.6,30.5,0.5,6.26,0,0.3,37.56,1,1
2,1,1,0.5,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,0.75,6,0.5,0,0,0.3,6.8,2,1
2,1,5,0.84,5,0.5,0.2,0,0.3,6,1,1
2,1,1,17.1,48.5,0.5,0,0,0.3,49.3,2,1
2,1,1,3.65,16,0.5,0,0,0.3,16.8,2,1
2,1,1,0.45,3.5,0.5,0,0,0.3,4.3,2,1
2,1,1,4.65,16,0.5,3.36,0,0.3,20.16,1,1
2,1,1,0.4,-5,-0.5,0,0,-0.3,-5.8,4,1
2,1,1,3.66,21,0.5,0,0,0.3,21.8,2,1
2,1,1,0.69,4.5,0.5,1.06,0,0.3,6.36,1,1
2,1,1,7.73,29,0.5,5.96,0,0.3,35.76,1,1
2,1,1,5.82,27,0.5,5.56,0,0.3,33.36,1,1
2,1,1,0.72,5,0.5,0,0,0.3,5.8,1,1
2,1,1,1.7,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,2.49,10.5,0.5,1,0,0.3,12.3,1,1
2,1,5,0.94,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,1,0.99,7,0.5,0,0,0.3,7.8,2,1
2,1,1,0.95,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,7.7,24,0.5,0,0,0.3,24.8,1,1
2,1,1,6.75,34,0.5,0,0,0.3,34.8,2,1
2,1,1,3.3,14.5,0.5,0,0,0.3,15.3,2,1
2,1,1,4.63,18,0.5,3,0,0.3,21.8,1,1
2,1,1,10,30.5,0.5,0,5.54,0.3,36.84,2,1
2,1,2,0.78,5.5,0.5,1.89,0,0.3,8.19,1,1
2,1,1,0.71,5.5,0.5,0,0,0.3,6.3,1,1
2,1,1,0.9,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,3.14,15.5,0.5,2,0,0.3,18.3,1,1
2,1,1,4.32,16,0.5,3.36,0,0.3,20.16,1,1
2,1,1,4.32,22.5,0.5,6.99,0,0.3,30.29,1,1
2,1,1,5.3,20,0.5,4.16,0,0.3,24.96,1,1
2,1,1,5.26,22,0.5,3,0,0.3,25.8,1,1
2,1,1,1.58,7,0.5,0,0,0.3,7.8,2,1
2,2,1,17.75,52,0.5,2,5.54,0.3,60.34,1,1
2,1,1,1.27,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,2.2,10.5,0.5,1.7,0,0.3,13,1,1
2,1,1,0.8,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,6,6.67,27.5,0.5,5.66,0,0.3,33.96,1,1
2,1,1,3.92,14,0.5,0,0,0.3,14.8,2,1
2,1,1,0.75,5,0.5,0,0,0.3,5.8,2,1
2,1,1,3.67,13,0.5,3.45,0,0.3,17.25,1,1
2,1,1,0.91,8.5,0.5,0,0,0.3,9.3,1,1
2,1,1,5.47,24,0.5,0,0,0.3,24.8,1,1
2,1,1,2.1,8.5,0.5,2,0,0.3,11.3,1,1
2,1,1,1.42,8.5,0.5,0,0,0.3,9.3,2,1
2,1,1,1.26,8,0.5,2.2,0,0.3,11,1,1
2,1,1,3.1,13,0.5,3.45,0,0.3,17.25,1,1
2,1,1,7.54,28.5,0.5,7.32,0,0.3,36.62,1,1
2,1,1,2.4,9.5,0.5,0,0,0.3,10.3,2,1
2,1,1,1.29,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,2.79,14,0.5,0,0,0.3,14.8,2,1
2,1,1,6.07,18.5,0.5,4.82,0,0.3,24.12,1,1
2,1,1,1.25,7,0.5,1.17,0,0.3,8.97,1,1
2,1,1,6.27,23.5,0.5,0,0,0.3,24.3,2,1
2,1,1,0.85,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.9,11.5,0.5,2.46,0,0.3,14.76,1,1
2,1,1,0.95,6,0.5,0,0,0.3,6.8,2,1
2,1,1,0.45,4,0.5,1.2,0,0.3,6,1,1
2,1,5,1.13,7,0.5,1.95,0,0.3,9.75,1,1
2,1,1,3.58,14.5,0.5,3.06,0,0.3,18.36,1,1
2,1,6,1.55,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,8.46,27,0.5,0,0,0.3,27.8,2,1
2,1,1,1.26,6,0.5,0,0,0.3,6.8,2,1
2,1,1,0.4,4.5,0.5,0,0,0.3,5.3,2,1
2,1,1,1.83,9,0.5,1.96,0,0.3,11.76,1,1
2,1,5,0.86,6,0.5,2.04,0,0.3,8.84,1,1
2,1,1,15.22,42,0.5,8.56,0,0.3,51.36,1,1
2,1,1,1.47,7.5,0.5,1.66,0,0.3,9.96,1,1
2,1,1,0.94,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,3.57,11.5,0.5,0,0,0.3,12.3,2,1
2,1,1,2.17,10.5,0.5,3.39,0,0.3,14.69,1,1
2,1,1,1.37,8,0.5,0,0,0.3,8.8,2,1
2,1,1,1.05,6.5,0.5,0,0,0.3,7.3,2,1
2,1,1,1.48,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,1.28,7.5,0.5,0,0,0.3,8.3,1,1
2,1,5,8.12,31.5,0.5,0,0,0.3,32.3,1,1
2,1,1,2.36,14.5,0.5,0,0,0.3,15.3,2,1
2,1,1,3.31,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,8.51,28.5,0.5,0,0,0.3,29.3,2,1
2,1,1,3.14,13,0.5,0,0,0.3,13.8,2,1
2,1,1,1.47,7,0.5,0,0,0.3,7.8,2,1
2,1,1,5.76,24,0.5,6.2,0,0.3,31,1,1
2,1,1,9.47,29,0.5,0,0,0.3,29.8,2,1
2,1,5,0.72,5.5,0.5,0,0,0.3,6.3,1,1
2,1,1,0.9,5,0.5,0,0,0.3,5.8,2,1
2,1,1,1.78,8,0.5,0,0,0.3,8.8,2,1
2,1,1,7.08,24.5,0.5,6.17,5.54,0.3,37.01,1,1
2,1,1,2.74,11,0.5,2.36,0,0.3,14.16,1,1
2,1,5,0.79,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,1.89,8,0.5,0,0,0.3,8.8,1,1
2,1,1,5.66,24.5,0.5,0,0,0.3,25.3,2,1
2,1,1,2.58,11,0.5,2.36,0,0.3,14.16,1,1
2,1,2,12.45,39.5,0.5,8,0,0.3,48.3,1,1
2,1,1,0.8,5,0.5,0,0,0.3,5.8,2,1
2,1,2,5.09,20,0.5,4.16,0,0.3,24.96,1,1
2,1,1,1.87,9,0.5,0,0,0.3,9.8,2,1
2,1,1,5.55,22,0.5,4.56,0,0.3,27.36,1,1
2,1,3,8.45,25,0.5,0,0,0.3,25.8,2,1
2,1,2,8.21,26.5,0.5,6,0,0.3,33.3,1,1
2,1,1,6.71,23,0.5,0,0,0.3,23.8,2,1
2,1,1,0.73,4.5,0.5,0,0,0.3,5.3,2,1
2,1,6,3.99,15,0.5,3.16,0,0.3,18.96,1,1
2,1,1,0.86,5.5,0.5,1.26,0,0.3,7.56,1,1
2,1,1,4.09,14.5,0.5,5,0,0.3,20.3,1,1
2,1,1,6.5,20.5,0.5,0,0,0.3,21.3,1,1
2,1,1,1.17,7,0.5,0,0,0.3,7.8,2,1
2,1,1,2.37,12,0.5,2.56,0,0.3,15.36,1,1
2,1,1,10.67,41,0.5,1,0,0.3,42.8,1,1
2,1,1,1.08,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,7.1,27,0.5,5,0,0.3,32.8,1,1
2,1,1,1.05,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,3.09,14.5,0.5,0,0,0.3,15.3,1,1
2,1,1,0.8,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,2.85,11.5,0.5,2.46,0,0.3,14.76,1,1
2,1,2,2.32,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,6.33,23.5,0.5,3,5.54,0.3,32.84,1,1
2,1,6,1.7,9,0.5,0,0,0.3,9.8,2,1
2,1,1,3.62,15,0.5,3.16,0,0.3,18.96,1,1
2,1,1,6.36,23.5,0.5,0,0,0.3,24.3,1,1
2,1,1,0.64,5,0.5,0,0,0.3,5.8,2,1
2,1,1,5.97,18,0.5,0,0,0.3,18.8,1,1
2,1,1,1.54,9,0.5,0,0,0.3,9.8,1,1
2,1,1,1.14,6,0.5,0,0,0.3,6.8,2,1
2,1,1,0.82,6,0.5,0,0,0.3,6.8,2,1
2,1,2,6.58,32,0.5,0,0,0.3,32.8,2,1
2,1,1,2.75,11,0.5,2.36,0,0.3,14.16,1,1
2,1,1,3.08,12,0.5,0,0,0.3,12.8,2,1
2,1,1,2.21,13.5,0.5,0,0,0.3,14.3,2,1
2,1,1,3.89,14,0.5,3.7,0,0.3,18.5,1,1
2,1,1,1.73,8.5,0.5,0,0,0.3,9.3,1,1
2,1,5,6.66,20,0.5,0,0,0.3,20.8,1,1
2,1,1,1,5.5,0.5,0,0,0.3,6.3,2,1
2,1,1,7.49,25,0.5,5.16,0,0.3,30.96,1,1
2,1,1,3.54,14,0.5,0,0,0.3,14.8,1,1
2,1,1,3.18,11.5,0.5,2,0,0.3,14.3,1,1
2,1,1,1.16,6.5,0.5,1.46,0,0.3,8.76,1,1
2,1,1,5.57,16.5,0.5,3.97,2.54,0.3,23.81,1,1
2,1,1,2.82,12.5,0.5,0,0,0.3,13.3,2,1
2,1,1,1.01,6,0.5,0,0,0.3,6.8,2,1
2,1,1,0.9,6,0.5,1.36,0,0.3,8.16,1,1
2,1,1,2.14,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,8.65,28,0.5,1.2,0,0.3,30,1,1
2,1,1,1.35,7,0.5,0.2,0,0.3,8,1,1
2,1,1,4.54,14.5,0.5,0,0,0.3,15.3,2,1
2,1,1,7.28,23,0.5,4,0,0.3,27.8,1,1
2,1,1,2.99,11.5,0.5,0,0,0.3,12.3,2,1
2,1,1,2.05,12,0.5,0,0,0.3,12.8,2,1
2,1,1,9.89,27.5,0.5,5.66,0,0.3,33.96,1,1
2,1,1,0.5,7,0.5,0,0,0.3,7.8,2,1
2,1,1,2.96,15,0.5,0,0,0.3,15.8,2,1
2,1,1,1.37,7.5,0.5,0,0,0.3,8.3,2,1
2,1,1,2.44,12,0.5,0,0,0.3,12.8,2,1
2,1,1,0.64,6,0.5,0,0,0.3,6.8,1,1
2,1,1,3.05,12.5,0.5,2.66,0,0.3,15.96,1,1
2,1,1,1.08,10,0.5,0,0,0.3,10.8,2,1
2,1,1,1.92,10.5,0.5,0,0,0.3,11.3,2,1
2,1,2,2,10,0.5,0,0,0.3,10.8,1,1
2,1,1,1.93,8,0.5,0,0,0.3,8.8,2,1
2,1,1,0.83,11.5,0.5,2,0,0.3,14.3,1,1
2,1,1,4.78,18,0.5,0,0,0.3,18.8,2,1
2,1,1,3.62,14.5,0.5,0,0,0.3,15.3,2,1
2,1,3,4.23,14,0.5,0,0,0.3,14.8,2,1
2,1,1,3.92,17,0.5,0,0,0.3,17.8,2,1
2,1,2,7.59,38.5,0.5,0,0,0.3,39.3,1,1
2,1,1,2.02,11.5,0.5,0,0,0.3,12.3,1,1
2,5,1,3.8,15,0,0,0,0.3,15.3,1,1
2,1,1,6.2,21.5,0.5,2,0,0.3,24.3,1,1
2,1,1,4.98,18,0.5,4.7,0,0.3,23.5,1,1
2,1,1,3.01,13,0.5,0,0,0.3,13.8,2,1
2,1,1,1.54,9.5,0.5,2.06,0,0.3,12.36,1,1
2,1,1,1.93,10,0.5,0,0,0.3,10.8,2,1
2,1,1,7.94,33,0.5,6.76,0,0.3,40.56,1,1
2,1,1,2.05,9.5,0.5,2.06,0,0.3,12.36,1,1
2,1,1,2.02,11,0.5,2.95,0,0.3,14.75,1,1
2,1,1,7.53,24.5,0.5,6.17,5.54,0.3,37.01,1,1
2,1,1,2.15,9.5,0.5,2.06,0,0.3,12.36,1,1
2,1,1,4.06,14.5,0.5,0,0,0.3,15.3,2,1
2,1,3,2.8,13.5,0.5,3.58,0,0.3,17.88,1,1
2,1,1,4.69,19,0.5,0,0,0.3,19.8,2,1
2,1,1,2.94,14,0.5,2.96,0,0.3,17.76,1,1
2,1,1,2.79,10.5,0.5,0,0,0.3,11.3,2,1
2,1,1,2.66,10.5,0.5,2.26,0,0.3,13.56,1,1
2,1,1,9.71,34.5,0.5,0,0,0.3,35.3,2,1
2,1,1,2.55,12,0.5,0,0,0.3,12.8,1,1
2,1,2,3.68,16.5,0.5,0,0,0.3,17.3,2,1
2,1,1,9.37,28.5,0.5,5.86,0,0.3,35.16,1,1
2,1,1,4.04,17,0.5,0,0,0.3,17.8,2,1
2,1,1,3.09,11.5,0.5,0,0,0.3,12.3,1,1
2,1,2,7.61,24,0.5,0,0,0.3,24.8,2,1
2,1,1,2.83,16,0.5,1,0,0.3,17.8,1,1
2,1,1,1.89,8.5,0.5,0,0,0.3,9.3,2,1
2,5,1,5.44,16,0,0,0,0,16,2,2
2,1,5,3.62,16.5,0.5,5.19,0,0.3,22.49,1,1
2,1,1,8.43,26,0.5,5.36,0,0.3,32.16,1,1
2,1,3,0.93,9.5,0.5,0,0,0.3,10.3,2,1
2,2,1,18.24,52,0.5,0,5.54,0.3,58.34,2,1
